"source_index","game_id","id_play","pos_team","def_pos_team","period","down","distance","yards_gained","play_type","play_text","rush","pass","pass_attempt","punt","drive_id"
55326,401403888,401403888101929920,"South Carolina","Georgia",1,NA,NA,42,NA,NA,0,1,0,0,4014038883
